sentence,label,pmid
A loop emiting short flashes of light is projected onto volunteer members of the audience.,1,1382
The study demonstrates that ultrasound is a reliable and great efficiency tool for the fast extraction of Korean pine seed oil.,0,1383
"A freight train on the Chicago and Alton Railroad, while approaching this city yesterday morning, dashed into a drove of cattle, killing three of them.",0,1384
The divers went down two weeks ago to look at the condition of the piles supporting the pier.,0,1385
Chestnut flour was more common than wheat flour in the Italian Alps a century ago.,0,1386
"Texas-born virtuoso finds harmony, sophistication in Appalachian instrument.",0,1387
My passport was in a trunk under my bed.,0,1388
"Hermione just shook her head and drank her mango nectar, laughing a little.",0,1389
The suffering caused by the embargo is sometimes reported here as well.,1,1390
This primary school teacher has completed a whole book with his class in just one week.,0,1391
"In these cases of fever from constipation there are no local signs except, perhaps, a varying amount of tenderness over the sigmoid flexure of the colon, but only appreciable where the distension of gut is extreme.",1,1392
In ionic conduction charge carriers are affected by the electromagnetic radiation from the microwaves by being attracted or repelled by the electric field.,1,1393
The foundry utilizes the best horizontal parted molding line for the manufacturing of street castings and features the best environmental control technology available.,0,1394
"He has combined intelligent history with moving prose, creating an informative, inspiring narrative telling the history of a great people.",0,1395
"Along with lots of padding, a treat wrapped inside a towel was put inside the seat of the stuntman's pants to entice the dog to bite the padded part.",0,1396
"The temporomandibular joints are the two jaw joints, one at each side of the face.",0,1397
The panel considers the impact of the exhibition.,0,1398
The infectious bacterial disease brucellosis has been found in a beef cow in eastern Idaho.,0,1399
The front wheels are making a grinding noise.,1,1400
This book supplies us with a good deal of material for his biography.,0,1401
"In this excellent fourth Sunny Randall PI tale , is shown how sadness leads to murder.",1,1402
"Suddenly a nurse takes off her familiar loose-fitting clothes, and dresses her in clothes, which fit her more closely.",0,1403
The Demon Princes is a five-book series of science fiction novels which cumulatively relate the story of Kirth Gersen.,0,1404
Sumatera  made a profit from the selling of women groups' handicrafts activities.,1,1405
These wind turbines generate electricity from naturally occurring wind.,1,1406
"The horn has a full round end, the expensive part of the antlers.",0,1407
The eight-part serial was a historical drama set in ancient Egypt and charted the ruling dynasty of the Cleopatras.,0,1408
Osteoporosis is caused by a sharp decrease in estrogen levels that leads to an increased rate of bone remodeling.,1,1409
Masked robber threatens worker with claw hammer.,0,1410
"These changes can be caused by the tumor itself, by increased pressure within the skull caused by the presence of the tumor.",1,1411
"When you press and hold K1 Button for about 3 seconds, the green indicator of the headset flashes once every 3 seconds.",0,1412
I kept my mobile  in the same pocket in my trousers .,0,1413
Washer works with a single cup of water.,0,1414
"In this affecting, perceptive debut novel, Rachel Kadish reflects on the ghosts of the past, the tensions of war, and the difficult bonds of family.",0,1415
The closure caused a backup on the freeway for several miles northbound as cars were detoured to the Lost Hills Road exit and over to Agoura Road to head south on Las Virgenes.,1,1416
Sixty five million years ago an asteroid caused the extinction of the dinosaurs.,1,1417
A new insulated pizza bag is delivered to the market.,0,1418
The pizza dough was in a bin on the floor.,0,1419
Raj driven to rage after reading about yet another weirdly spelled Web 2.0 company is struggling on TechCrunch.,1,1420
"The essay inquires into the origins, nature, and usage of the term in multiple contexts.",0,1421
The outsiders are moving into the pole.,0,1422
"There are many types and causes of headaches, from tension headaches due to stress to migraines triggered by certain foods.",1,1423
None of the answers just popped out of the computer.,0,1424
The momentum of their movement breaks the circle as the arm of the foreground dancer reaches out.,0,1425
Most of the steam comes from a volcano's magma.,1,1426
Show 1 in the series is a documentary detailing the first stages of the celebrity students' conductor training as they enter into a week long 'Baton Camp'.,0,1427
When he was back he noticed that he had locked the keys inside the car.,0,1428
Phone masts for the high-tech third generation mobile phones cause headaches and nausea.,1,1429
"Murmur of Water, Kuttimuratov's other piece I photographed for you, shows the Zoroastrian goddess of water with a fish.",0,1430
There is a curb between the sidewalk and the shared bus and bike lane on the road.,0,1431
"When I'm walking alone, I count the steps of the stairs, and I also guess approximately how many steps are left till I reach the next street.",0,1432
"The fat and cholesterol cause heart disease, the animal protein causes cancer.",1,1433
"The lid of the pink granite sarcophagus is decorated with Isis and Nephthys, which were meant to serve as guardians over the body.",0,1434
An explosive was hidden in a condom or condom-like bag just below his torso.,0,1435
